brand,config,drivetrain,exterior_color,interior_color,mileage,model,price,transmission,year
Lincoln, Base,AWD,Other,Black,46828,MKS,15995,Automatic,2013
Lincoln, Base,AWD,Brown,Black,143395,MKS,7950,Automatic,2009
Lincoln, Base,AWD,Beige,Other,83120,MKS,9710,Automatic,2009
Lincoln, Base,AWD,Black,Beige,96814,MKS,9499,Automatic,2009
Lincoln, Base,AWD,Brown,Black,57878,MKS,11900,Automatic,2013
Lincoln, Base,AWD,Brown,Black,80298,MKS,15995,Automatic,2015
Lincoln, Base,AWD,Other,Beige,37873,MKS,18447,Automatic,2015
Lincoln, Base,FWD,Beige,Beige,28572,MKS,21250,Automatic,2016
Lincoln,,FWD,Silver,Black,80975,MKS,9950,Automatic,2009
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,AWD,Purple,Other,138142,MKS,8500,Automatic,2011
Lincoln, EcoBoost,AWD,White,Other,74489,MKS,,Automatic,2015
Lincoln, Base,FWD,Silver,Beige,40822,MKS,,Automatic,2013
Lincoln, Base,AWD,Black,Black,85538,MKS,13963,Automatic,2013
Lincoln, Base,AWD,White,Black,42923,MKS,21538,Automanual,2015
Lincoln, EcoBoost,AWD,Brown,Black,72865,MKS,13295,Automatic,2013
Lincoln,,AWD,Red,Gray,104670,MKS,9990,Automatic,2009
Lincoln, Base,AWD,Black,Other,138543,MKS,8500,Automanual,2009
Lincoln, Base,AWD,Black,Black,150709,MKS,7495,Automatic,2009
Lincoln, Base,AWD,White,Beige,50986,MKS,23405,Automanual,2016
Lincoln, Base,FWD,Silver,Black,94104,MKS,10687,Automatic,2011
Lincoln, Base,AWD,Black,Beige,134738,MKS,8988,Automatic,2010
Lincoln, Base,AWD,Gray,Other,51459,MKS,14900,Automatic,2013
Lincoln, Base,FWD,White,Beige,67052,MKS,15500,Automatic,2013
Lincoln, EcoBoost,AWD,White,Other,68194,MKS,,Automatic,2013
Lincoln, Base,FWD,White,Black,72363,MKS,15965,Automatic,2015
Lincoln, EcoBoost,AWD,Silver,Black,40942,MKS,17900,Automatic,2013
Lincoln,,FWD,Black,Black,49605,MKS,18995,Automatic,2015
Lincoln, EcoBoost,AWD,White,Beige,55460,MKS,20988,Automatic,2015
Lincoln, Base,FWD,Silver,Other,28075,MKS,18981,Automatic,2014
Lincoln, Base,FWD,Beige,Beige,135060,MKS,6495,Automatic,2009
Lincoln, Base,FWD,Other,Black,71636,MKS,12999,Automatic,2013
Lincoln, EcoBoost,AWD,Brown,Other,61071,MKS,20795,Automatic,2015
Lincoln, Base,AWD,Black,Black,44258,MKS,11999,Automatic,2013
Lincoln, Base,AWD,Black,Black,114303,MKS,10995,Automatic,2014
Lincoln, Base,AWD,White,Black,27319,MKS,19998,Automatic,2015
Lincoln, Base,FWD,Red,Black,110969,MKS,9995,Automatic,2013
Lincoln, Base,AWD,Black,Beige,32678,MKS,22919,Automatic,2015
Lincoln, EcoBoost,AWD,White,Black,57403,MKS,18987,Automatic,2014
Lincoln, Base,FWD,Black,Black,97197,MKS,8950,Automatic,2009
Lincoln, EcoBoost,AWD,Silver,Black,108020,MKS,11995,Automatic,2013
Lincoln, EcoBoost,AWD,Black,Black,76635,MKS,16458,Automatic,2014
Lincoln, Base,FWD,Black,Beige,45280,MKS,16800,Automatic,2013
Lincoln, Base,AWD,Red,Beige,41936,MKS,15495,Automatic,2013
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,FWD,Other,Beige,65691,MKS,13477,Automatic,2013
Lincoln, Base,FWD,Black,Black,54722,MKS,13991,Automatic,2015
Lincoln, Base,FWD,White,Beige,66940,MKS,17995,Automatic,2016
Lincoln, Base,FWD,Silver,Black,93911,MKS,10990,Automatic,2012
Lincoln, Base,FWD,Red,Other,78232,MKS,15995,Automatic,2015
Lincoln, Base,FWD,Silver,Black,23403,MKS,22865,Automatic,2015
Lincoln, EcoBoost,AWD,Silver,Black,84261,MKS,13514,Automatic,2013
Lincoln, Base,AWD,White,Gray,102618,MKS,10495,Automatic,2011
Lincoln, Base,AWD,White,Black,31854,MKS,20998,Automatic,2015
Lincoln, Base,AWD,Silver,Black,59754,MKS,19850,Automatic,2015
Lincoln, Base,FWD,Gray,Black,101544,MKS,9900,Automatic,2011
Lincoln, EcoBoost,AWD,Silver,Black,61463,MKS,,Automatic,2013
Lincoln, Base,AWD,Red,Beige,65863,MKS,15993,Automatic,2013
Lincoln, Base,FWD,Black,Gray,51216,MKS,14995,Automatic,2013
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, EcoBoost,AWD,Red,Gray,108835,MKS,7995,Automatic,2010
Lincoln, EcoBoost,AWD,Red,Beige,74538,MKS,9995,Automatic,2010
Lincoln, EcoBoost,AWD,Gray,Beige,75484,MKS,,Automatic,2013
Lincoln, Base,AWD,Silver,Beige,35475,MKS,16949,Automatic,2014
Lincoln, EcoBoost,AWD,Silver,Beige,92445,MKS,11925,Automatic,2013
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,AWD,Black,Black,102360,MKS,9998,Automatic,2009
Lincoln, Base,AWD,White,Black,38436,MKS,21900,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,FWD,Black,Other,31352,MKS,21789,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,AWD,Black,Beige,22580,MKS,24987,Automatic,2015
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, 4D Sedan,FWD,Gray,Other,47433,MKS,19998,Automatic,2015
Lincoln,,FWD,White,Beige,39145,MKS,22542,Automatic,2016
Lincoln, Base,FWD,Black,Black,110970,MKS,12695,Automatic,2014
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,AWD,Black,Other,54333,MKS,15982,Automatic,2013
Lincoln, Base,AWD,White,Other,111777,MKS,10000,Automatic,2011
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,FWD,Red,Beige,155626,MKS,5995,Automatic,2009
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,Other,Other,25053,MKS,,Automatic,2015
Lincoln, Base,AWD,Black,Beige,13369,MKS,25900,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,63739,MKS,12300,Automatic,2014
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln, Base,AWD,Silver,Black,72592,MKS,12995,Automanual,2014
Lincoln, Base,AWD,Blue,Other,73918,MKS,13100,Automatic,2013
Lincoln, Base,AWD,Black,Beige,116529,MKS,6997,Automatic,2009
Lincoln, EcoBoost,AWD,Brown,Other,30613,MKS,24800,Automatic,2015
Lincoln, EcoBoost,AWD,Black,Black,35886,MKS,24500,Automatic,2016
Lincoln, Base,FWD,Gray,Beige,6462,MKS,19999,Automatic,2016
Lincoln, EcoBoost,AWD,White,Black,26854,MKS,,Automatic,2015
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln, Base,AWD,White,Beige,60458,MKS,20789,Automatic,2016
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,Red,Beige,52089,MKS,11990,Automatic,2009
Lincoln, EcoBoost,AWD,Red,Black,26548,MKS,23890,Automatic,2015
Lincoln, Base,AWD,Other,Other,44744,MKS,16999,Automatic,2014
Lincoln, Base,FWD,Beige,Beige,114136,MKS,10990,Automatic,2013
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, EcoBoost,AWD,Black,Beige,34071,MKS,24990,Automatic,2016
Lincoln, Base,AWD,Silver,Black,39739,MKS,23888,Automatic,2015
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, EcoBoost,AWD,White,Beige,55136,MKS,15971,Automatic,2012
Lincoln, Base,AWD,Gray,Beige,43189,MKS,22425,Automatic,2016
Lincoln, Base,FWD,White,Beige,44970,MKS,19855,Automatic,2016
Lincoln, EcoBoost,AWD,Silver,Black,90022,MKS,12990,Automatic,2012
Lincoln, Base,AWD,Brown,Beige,58425,MKS,16315,Automatic,2013
Lincoln, Base,AWD,White,Beige,95745,MKS,11995,Automatic,2012
Lincoln,,FWD,Silver,Black,63638,MKS,8995,Automatic,2009
Lincoln, Base,AWD,Black,Black,52872,MKS,15303,Automanual,2014
Lincoln, Base,AWD,Black,Black,121137,MKS,8995,Automatic,2014
Lincoln, Base,FWD,Silver,Other,88961,MKS,12741,Automatic,2013
Lincoln, Base,AWD,Red,Beige,25134,MKS,21489,Automatic,2015
Lincoln,,AWD,Brown,Beige,24705,MKS,19933,Automatic,2015
Lincoln, Base,FWD,Blue,Black,106181,MKS,9697,Automanual,2009
Lincoln, Base,FWD,Other,Black,22921,MKS,23609,Automanual,2015
Lincoln, EcoBoost,AWD,Red,Black,41356,MKS,25870,Automatic,2016
Lincoln, Base,AWD,Gray,Black,46286,MKS,22319,Automatic,2015
Lincoln, Base,AWD,Silver,Black,29040,MKS,23487,Automatic,2016
Lincoln, Base,AWD,Beige,Beige,29696,MKS,,Automatic,2015
Lincoln, Base,AWD,Black,Black,59000,MKS,,Automatic,2015
Lincoln, Base,FWD,Gold,Beige,73303,MKS,12700,Automatic,2011
Lincoln, Base,FWD,Silver,Black,22634,MKS,19500,Automatic,2016
Lincoln, Base,AWD,Black,Black,38327,MKS,19500,Automatic,2015
Lincoln, EcoBoost,AWD,Black,Black,122964,MKS,10785,Automatic,2012
Lincoln, Base,FWD,Silver,Black,78489,MKS,11873,Automatic,2012
Lincoln, EcoBoost,AWD,Black,Black,45828,MKS,22988,Automatic,2016
Lincoln, Base,AWD,White,Black,99457,MKS,11495,Automatic,2011
Lincoln, Base,FWD,Black,Black,83207,MKS,13995,Automatic,2015
Lincoln, Base,FWD,Red,Black,45737,MKS,18147,Automanual,2015
Lincoln, EcoBoost,AWD,White,Gray,93050,MKS,15495,Automatic,2013
Lincoln, Base,AWD,Gray,Beige,76812,MKS,10995,Automatic,2009
Lincoln, Base,AWD,Black,Gray,108584,MKS,10984,Automatic,2013
Lincoln, Base,FWD,White,Beige,82649,MKS,11995,Automatic,2011
Lincoln, Base,FWD,Black,Other,149368,MKS,,Automatic,2009
Lincoln, Base,AWD,Silver,Black,104325,MKS,9555,Automanual,2009
Lincoln, Base,AWD,Black,Black,65548,MKS,14995,Automatic,2012
Lincoln, AWD,AWD,Black,Other,35647,MKS,20977,Automatic,2015
Lincoln,,FWD,Black,Black,49085,MKS,14997,Automatic,2013
Lincoln, Base,FWD,Black,Black,157823,MKS,5995,Automatic,2009
Lincoln, EcoBoost,AWD,Black,Gray,32714,MKS,22462,Automatic,2015
Lincoln, EcoBoost,AWD,Other,Other,69272,MKS,18502,Automatic,2015
Lincoln, Base,AWD,White,Beige,15470,MKS,24975,Automanual,2016
Lincoln, Base,AWD,Red,Beige,100141,MKS,14599,Automatic,2013
Lincoln, Base,FWD,Black,Other,112806,MKS,12400,Automatic,2013
Lincoln, Base,FWD,Red,Other,33943,MKS,20795,Automatic,2016
Lincoln, Base,FWD,Silver,Black,36932,MKS,20000,Automatic,2014
Lincoln, Base,FWD,Black,Black,9356,MKS,25991,Automatic,2016
Lincoln, Base,FWD,Silver,Beige,53691,MKS,17000,Automatic,2013
Lincoln, Base,FWD,Brown,Other,29746,MKS,21297,Automatic,2016
Lincoln, Base,FWD,Beige,Beige,65772,MKS,12803,Automatic,2013
Lincoln, Base,FWD,White,Beige,31796,MKS,18583,Automatic,2015
Lincoln, Base,AWD,Brown,Other,24040,MKS,24500,Automatic,2015
Lincoln, Base,FWD,White,Beige,40918,MKS,14996,Automatic,2014
Lincoln, EcoBoost,AWD,Black,Other,20683,MKS,20848,Automatic,2015
Lincoln, Base,AWD,Red,Beige,45445,MKS,21488,Automanual,2015
Lincoln, Base,AWD,White,Black,72390,MKS,16000,Automatic,2014
Lincoln, Base,FWD,Black,Black,179072,MKS,8990,Automatic,2013
Lincoln, Base,AWD,White,Beige,44989,MKS,19990,Automatic,2015
Lincoln, Base,AWD,Blue,Other,70065,MKS,15995,Automatic,2013
Lincoln, Base,FWD,Red,Beige,139104,MKS,,Automatic,2013
Lincoln, Base,FWD,Gray,Black,19587,MKS,18498,Automatic,2015
Lincoln,,FWD,Black,Black,34211,MKS,18290,Automatic,2016
Lincoln, Base,FWD,White,Beige,89414,MKS,10590,Automatic,2010
Lincoln,,FWD,Black,Other,107597,MKS,,Automatic,2010
Lincoln, EcoBoost,AWD,White,Beige,67981,MKS,12100,Automanual,2010
Lincoln, Base,FWD,Gray,Beige,5223,MKS,22250,Automatic,2015
Lincoln,,FWD,Blue,Beige,116334,MKS,7849,Automatic,2009
Lincoln, Base,FWD,Black,Black,84599,MKS,13998,Automanual,2014
Lincoln, Base,FWD,Red,Beige,61757,MKS,16700,Automatic,2015
Lincoln, EcoBoost,AWD,White,Beige,25469,MKS,24491,Automatic,2015
Lincoln, Base,AWD,Black,Other,69400,MKS,16999,Automatic,2013
Lincoln, Base,AWD,Black,Other,93812,MKS,13599,Automatic,2011
Lincoln, EcoBoost,AWD,White,Other,30410,MKS,19300,Automatic,2013
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln, Base,FWD,Black,Black,57321,MKS,16622,Automatic,2014
Lincoln, Base,AWD,Red,Other,87087,MKS,10990,Automatic,2009
Lincoln, Base,AWD,Black,Beige,171763,MKS,5995,Automatic,2009
Lincoln, Base,FWD,Black,Black,54746,MKS,14312,Automatic,2014
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln, Base,AWD,White,Beige,133375,MKS,,Automatic,2009
Lincoln, Base,AWD,White,Beige,44900,MKS,15950,Automatic,2010
Lincoln, EcoBoost,AWD,Silver,Other,71586,MKS,14999,Automatic,2012
Lincoln, Base,AWD,Brown,Beige,66096,MKS,17998,Automatic,2014
Lincoln, Base,AWD,White,Black,120830,MKS,6997,Automatic,2010
Lincoln, EcoBoost,AWD,Beige,Black,61473,MKS,15900,Automatic,2013
Lincoln, Base,AWD,White,Beige,34540,MKS,13988,Automatic,2013
Lincoln, Base,AWD,Black,Black,91605,MKS,12500,Automatic,2013
Lincoln, Base,AWD,Red,Beige,50978,MKS,16000,Automatic,2013
Lincoln, EcoBoost,AWD,Brown,Other,70591,MKS,13890,Automatic,2013
Lincoln, EcoBoost,AWD,Black,Black,18060,MKS,27777,Automatic,2016
Lincoln, EcoBoost,AWD,Black,Black,80432,MKS,19000,Automatic,2015
Lincoln, Base,AWD,Black,Black,23817,MKS,18799,Automatic,2016
Lincoln, Base,AWD,Black,Black,23817,MKS,18799,Automatic,2016
Lincoln, EcoBoost,AWD,Black,Other,23247,MKS,18595,Automatic,2013
Lincoln, Base,AWD,Black,Black,23817,MKS,18799,Automatic,2016
Lincoln, Base,AWD,Black,Black,23817,MKS,18799,Automatic,2016
Lincoln, Base,FWD,White,Black,64143,MKS,18000,Automatic,2016
Lincoln, Base,AWD,Black,Black,80100,MKS,,Automatic,2015
Lincoln, Base,AWD,Black,Black,91059,MKS,11595,Automatic,2013
Lincoln, Base,FWD,White,Black,79625,MKS,11577,Automatic,2012
Lincoln, Base,AWD,White,Beige,45847,MKS,19990,Automatic,2016
Lincoln, Base,AWD,Beige,Beige,51202,MKS,17990,Automatic,2015
Lincoln, EcoBoost,AWD,White,Beige,74551,MKS,15995,Automatic,2014
Lincoln, Base,AWD,Other,Beige,9064,MKS,18946,Automatic,2014
Lincoln, Base,AWD,Gray,Black,29509,MKS,19500,Automatic,2015
Lincoln, Base,AWD,Brown,Beige,21970,MKS,22964,Automatic,2016
Lincoln, Base,FWD,Black,Beige,102090,MKS,10848,Automatic,2013
Lincoln, EcoBoost,AWD,Black,Black,22455,MKS,,Automatic,2015
Lincoln, Base,AWD,White,Beige,53145,MKS,15753,Automatic,2013
Lincoln, Base,FWD,Black,Beige,86220,MKS,9477,Automatic,2009
Lincoln, Base,FWD,Black,Black,81690,MKS,8977,Automatic,2009
Lincoln, Base All-wheel Drive Sedan,AWD,Other,Other,65262,MKS,,Automatic,2013
Lincoln, Base,AWD,Gray,Beige,59759,MKS,,Automatic,2015
Lincoln, Base,FWD,White,Beige,51988,MKS,14990,Automatic,2013
Lincoln,,AWD,Black,Beige,126777,MKS,7753,Automatic,2009
Lincoln, Base,FWD,Silver,Black,97069,MKS,11879,Automatic,2013
Lincoln, Base,AWD,Red,Black,112920,MKS,9528,Automanual,2010
Lincoln, Base,FWD,Brown,Beige,84170,MKS,8999,Automatic,2009
Lincoln, Base,FWD,Silver,Black,55523,MKS,16503,Automanual,2014
Lincoln, Base,AWD,Red,Beige,34486,MKS,23488,Automatic,2016
Lincoln, Base,FWD,White,Beige,82237,MKS,11500,Automatic,2013
Lincoln, Base,AWD,Silver,Black,31895,MKS,24995,Automatic,2016
Lincoln, Base,AWD,Brown,Beige,17011,MKS,26500,Automatic,2016
Lincoln, Base,FWD,White,Beige,48753,MKS,,Automatic,2013
Lincoln, Base,AWD,White,Beige,24336,MKS,23875,Automatic,2016
Lincoln, Base,AWD,Black,Black,23817,MKS,18799,Automatic,2016
Lincoln, Base,AWD,Blue,Beige,170050,MKS,7469,Automatic,2011
Lincoln, Base,AWD,Gold,Beige,19080,MKS,15327,Automatic,2011
Lincoln, Base,AWD,Black,Other,68292,MKS,14900,Automatic,2014
Lincoln, EcoBoost,AWD,Black,Other,86161,MKS,14745,Automatic,2014
Lincoln, Base,AWD,Black,Black,23817,MKS,18799,Automatic,2016
Lincoln, Base,FWD,Silver,Black,44522,MKS,17950,Automatic,2016
Lincoln, EcoBoost,AWD,Other,Other,65660,MKS,13500,Automatic,2012
Lincoln, Base,FWD,White,Beige,109342,MKS,8751,Automatic,2009
Lincoln, Base,AWD,Black,Black,23817,MKS,18799,Automatic,2016
Lincoln, EcoBoost,AWD,Silver,Black,67637,MKS,13987,Automatic,2013
Lincoln, Base,FWD,Black,Black,64723,MKS,,Automatic,2013
Lincoln, Base,AWD,Black,Black,23817,MKS,18799,Automatic,2016
Lincoln, Base,AWD,White,Black,100402,MKS,8532,Automatic,2010
Lincoln, Base,FWD,Gray,Black,72670,MKS,13718,Automatic,2014
Lincoln, Base,AWD,Beige,Beige,83562,MKS,13250,Automatic,2013
Lincoln, Base,FWD,Gray,Beige,6462,MKS,19999,Automatic,2016
Lincoln, Base,AWD,White,Beige,44547,MKS,19000,Automatic,2015
Lincoln, Base,FWD,Black,Black,135567,MKS,6795,Automatic,2009
Lincoln, Base,AWD,Black,Beige,35994,MKS,19695,Automatic,2015
Lincoln, Base,FWD,Blue,Black,127494,MKS,6994,Automatic,2009
Lincoln,,FWD,Gold,Other,30344,MKS,16999,Automatic,2013
Lincoln, Base,AWD,Silver,Other,105427,MKS,,Automatic,2013
Lincoln, EcoBoost,AWD,Black,Brown,34416,MKS,19998,Automatic,2014
Lincoln, Base,FWD,Black,Black,117412,MKS,13000,Automatic,2016
Lincoln, Base,FWD,White,Beige,60512,MKS,,Automatic,2013
Lincoln, Base,AWD,Brown,Black,21256,MKS,19490,Automatic,2016
Lincoln, Base,AWD,Black,Beige,42599,MKS,17490,Automatic,2015
Lincoln, Base,AWD,Black,Beige,68729,MKS,13996,Automatic,2013
Lincoln, EcoBoost,AWD,Black,Black,55941,MKS,15991,Automatic,2013
Lincoln, Base,FWD,Silver,Black,82749,MKS,10988,Automatic,2012
Lincoln, Base,FWD,Red,Beige,130210,MKS,6997,Automatic,2010
Lincoln, Base,FWD,Red,Black,31612,MKS,19414,Automatic,2015
Lincoln, Base,AWD,Black,Black,75500,MKS,,Automatic,2014
Lincoln, Base,FWD,Silver,Black,21905,MKS,17187,Automatic,2013
Lincoln, EcoBoost,AWD,Black,Black,35336,MKS,17800,Automatic,2014
Lincoln,,FWD,Silver,Black,19443,MKS,18995,Automatic,2014
Lincoln, EcoBoost,AWD,Beige,Beige,14933,MKS,,Automatic,2016
Lincoln, Base,FWD,White,Beige,45330,MKS,12673,Automatic,2009
Lincoln, EcoBoost,AWD,Black,Black,108230,MKS,11754,Automatic,2013
Lincoln, Base,FWD,Silver,Black,62740,MKS,,Automatic,2013
Lincoln, Base,FWD,Black,Beige,56217,MKS,15966,Automatic,2016
Lincoln, EcoBoost,AWD,Black,Black,19087,MKS,23899,Automatic,2015
Lincoln, Base,FWD,Gray,Black,60601,MKS,13651,Automatic,2013
Lincoln, Base,FWD,Red,Black,70480,MKS,11721,Automatic,2011
Lincoln, Base,AWD,Black,Black,23817,MKS,18799,Automatic,2016
Lincoln, Base,FWD,Red,Black,67789,MKS,12990,Automatic,2013
Lincoln, Base,AWD,Silver,Black,102013,MKS,12350,Automanual,2014
Lincoln, 4dr Sdn 3.7L FWD,FWD,White,Beige,23684,MKS,21671,Automatic,2015
Lincoln, Base,FWD,Black,Black,77455,MKS,,Automanual,2015
Lincoln, Base,FWD,Silver,Black,78839,MKS,12995,Automatic,2013
Lincoln, Base,FWD,Silver,Black,128554,MKS,11950,Automatic,2015
Lincoln, Base,FWD,Silver,Black,52827,MKS,15980,Automatic,2016
Lincoln, Base,FWD,Brown,Beige,45771,MKS,18995,Automatic,2016
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln,,FWD,Red,Other,81048,MKS,12287,Automatic,2013
